사업장명,지번주소,도로명주소,업태구분명,구,경도,위도,구글가게명,구글주소,별점,카테고리,리뷰수,구글위도,구글경도
갤러리 도스(Gallery DOS),서울특별시 종로구 팔판동 115-52번지 (지상1층) ,"서울특별시 종로구 삼청로7길 37 (팔판동,(지상1층))",기타,종로구,126.9797308,37.58375784,갤러리 도스,서울특별시 종로구 삼청로7길 37,4.1,,127,37.5837905,126.9796986
미도인 대학로,서울특별시 종로구 명륜4가 116 (지상1층) ,"서울특별시 종로구 대학로9길 32 (명륜4가,(지상1층))",기타,종로구,127.0003544,37.58186997,미도인 대학로,서울특별시 종로구 대학로9길 32,4.2,일본 스테이크 전문점,248,37.5818381,127.000314
타르틴코리아 북촌,서울특별시 종로구 소격동 122-3 ,"서울특별시 종로구 북촌로5길 62, 지상1, 2층 (소격동)",기타,종로구,126.9816216,37.5799329,타르틴베이커리 북촌점,서울특별시 종로구 북촌로5길 62,4.2,커피숍/커피 전문점,13,37.5799325,126.9816218
황생가칼국수 종로타워점,서울특별시 종로구 종로2가 6 종로타워,"서울특별시 종로구 종로 51, 종로타워 지하2층 B206, B207호 (종로2가)",한식,종로구,126.9838626,37.57045011,황생가칼국수 종로타워점,서울특별시 종로구 종로 51,5.0,국수 전문점,1,37.5705607,126.983704
달새는달만생각한다,서울특별시 종로구 관훈동 60,서울특별시 종로구 인사동12길 14-3 (관훈동),한식,종로구,126.9851757,37.57464928,달새는달만생각한다 Vegan Moonbird,서울특별시 종로구 관훈동 인사동12길 14-3,4.4,전통 찻집,154,37.5746854,126.9851739
츄로101 삼청점,"서울특별시 종로구 삼청동 97번지 지상1,2층 ","서울특별시 종로구 삼청로 99 (삼청동,지상1,2층)",한식,종로구,126.9818389,37.5843159,츄로101 삼청점,서울특별시 종로구 삼청로 99,4.2,카페,125,37.5842803,126.9818546
개비스 커피(GABBY.S COFFEE),서울특별시 종로구 신문로1가 58-1번지 1층 101호,"서울특별시 종로구 새문안로 69, 1층 (신문로1가)",기타,종로구,126.9722607,37.57040494,개비스커피,서울특별시 종로구 새문안로 69 구세군회관,4.2,카페,161,37.5703247,126.972071
오스테리아 라디치,서울특별시 종로구 당주동 5 로얄빌딩 ,"서울특별시 종로구 새문안로5길 19, 로얄빌딩 B1층 58호 (당주동)",경양식,종로구,126.974328,37.57198836,오스테리아 라디치,서울특별시 종로구 당주동 5 B1,5.0,이탈리아 음식점,8,37.571988,126.9743281
새문안카페,서울특별시 종로구 당주동 145 ,"서울특별시 종로구 세종대로23길 47, 지상1층 11~14호 (당주동)",기타,종로구,126.9737044,37.57136594,새문안카페,서울특별시 종로구 당주동 145번지 1층 11호,5.0,커피 로스터,6,37.5713086,126.9739427
주니스(Juni.s),서울특별시 종로구 권농동 191-3 금보빌딩 ,"서울특별시 종로구 서순라길 81, 금보빌딩 1층 제104호,108호 (권농동)",경양식,종로구,126.9923147,37.57388212,주니스 피자,서울특별시 종로구 서순라길 81,4.9,피자 전문점,9,37.5738712,126.9923877
순대실록 광화문점,서울특별시 종로구 당주동 170-1 광화장여관 ,"서울특별시 종로구 새문안로5길 5-3, 지상1층 (당주동)",한식,종로구,126.9745726,37.57085234,순대실록 광화문점,서울특별시 종로구 새문안로5길 5-3 3rd floor,3.0,한식당,1,37.5708541,126.9746831
돼봉삼겹살 대학로점,서울특별시 종로구 동숭동 1-58 ,"서울특별시 종로구 대학로8가길 30, 1층 (동숭동)",한식,종로구,127.0025235,37.58229361,돼봉삼겹살 대학로점│Korean BBQ │ 三枚肉 │ 五花肉,서울특별시 종로구 대학로8가길 30 돼봉삼겹살 1층,4.5,숯불구이/바베큐전문점,4,37.5822932,127.0025237
치티(ziti),서울특별시 종로구 명륜4가 206-2 유빌리지 ,"서울특별시 종로구 창경궁로26길 17-2, 제지1층 제비102호 (명륜4가, 유빌리지)",경양식,종로구,126.9987998,37.58195442,ziti pasta haus,서울특별시 종로구 창경궁로26길 17-2,4.7,이탈리아 음식점,6,37.5818626,126.9988629
아리(ari),서울특별시 종로구 필운동 137-5 ,"서울특별시 종로구 사직로9길 6-1, 지상1층 102호 (필운동)",경양식,종로구,126.968671,37.57653179,아리,서울특별시 종로구 사직로9길 6-1,4.5,브런치 식당,2,37.5765314,126.9686712
가야참치,"서울특별시 종로구 숭인동 76번지 롯데캐슬상가 지하1층 102,103,104호 ","서울특별시 종로구 종로 347 (숭인동,롯데캐슬상가 지하1층 102,103,104호)",일식,종로구,127.0161778,37.57385172,가야참치,서울특별시 종로구 숭인동 76,4.1,해산물 요리 전문식당,12,37.5738039,127.0161663
"사계절 떡국, 국수",서울특별시 종로구 신문로2가 89-27번지 피어선빌딩 202호 ,"서울특별시 종로구 새문안로 42 (신문로2가, 피어선빌딩 202호)",분식,종로구,126.9702387,37.56862618,사계절 떡국.국수,서울특별시 종로구 새문안로 42 202호,4.0,한식당,87,37.5685224,126.9699923
다라치호프,서울특별시 종로구 평창동 182-2번지 지하1층 ,"서울특별시 종로구 평창11길 12 (평창동,지하1층)",호프/통닭,종로구,126.9666645,37.60667029,다라치호프,서울특별시 종로구 평창동 번지 지하 182-2,3.1,술집,7,37.6066699,126.9666647
서촌칼제비,서울특별시 종로구 필운동 194 ,서울특별시 종로구 자하문로1길 45-4 (필운동),경양식,종로구,126.9697113,37.57667461,서촌칼제비,서울특별시 종로구 필운동 자하문로1길 45-4,5.0,,3,37.5766241,126.9697004
야미,서울특별시 종로구 당주동 100 세종빌딩 지하 117호 ,"서울특별시 종로구 세종대로23길 54 (당주동,세종빌딩 지하 117호)",한식,종로구,126.9733152,37.57186418,야미,KR 서울특별시 종로구 당주동 100번지 지하층 117호 세종빌딩 세종아파트,5.0,음식점,3,37.5717618,126.9732801
청산 손만두,서울특별시 종로구 명륜4가 112-7번지 (지상1층) ,"서울특별시 종로구 대학로11길 19-6 (명륜4가,(지상1층))",한식,종로구,127.0006035,37.58197701,청산손만두,서울특별시 종로구 명륜4가 112-7,4.3,만두 전문점,93,37.58195,127.0006336
유도리투,서울특별시 종로구 관철동 18-13번지 지하1층 ,"서울특별시 종로구 우정국로2길 43 (관철동,지하1층)",한식,종로구,126.9855193,37.56966961,유도리,서울특별시 종로구 우정국로2길 43,3.7,술집,211,37.5696284,126.9854999
오복,서울특별시 종로구 관수동 39-1번지 ,"서울특별시 종로구 수표로20길 20, 1층 (관수동)",기타,종로구,126.9906119,37.56988958,오복,서울특별시 종로구 관수동 39-1,3.5,음식점,55,37.5698145,126.9906015
애호락,서울특별시 종로구 계동 107-1번지 ,"서울특별시 종로구 계동길 41, 2층 (계동)",기타,종로구,126.9865907,37.57915879,애호락,서울특별시 종로구 계동길 41 2층,4.3,음식점,221,37.5791475,126.9866471
미스 사이공,서울특별시 종로구 동숭동 1-145번지 지상1층 ,"서울특별시 종로구 동숭길 55 (동숭동,지상1층)","외국음식전문점(인도,태국등)",종로구,127.0041606,37.58077038,미스사이공 대학로점,서울특별시 종로구 이화동 동숭길 55,4.3,베트남 음식점,89,37.5807238,127.0042001
남산유원지,서울특별시 용산구 용산동2가 1-481 1~2층,"서울특별시 용산구 소월로20길 26-6, 1~2층 (용산동2가)","외국음식전문점(인도,태국등)",용산구,126.9850702,37.54518797,남산유원지,서울특별시 용산구 소월로20길 26-6 2층,5.0,술집,1,37.5451876,126.9850704
우리의 밤,서울특별시 종로구 명륜3가 154-2 지하1층 ,"서울특별시 종로구 창경궁로29길 3 (명륜3가,지하1층)",한식,종로구,126.9982244,37.583102,우리의밤,서울특별시 종로구 명륜3가 창경궁로29길 3,4.4,칵테일바,66,37.5830224,126.9981756
주식회사 거북이 홍반점,서울특별시 종로구 관철동 12-6 지상2층 ,"서울특별시 종로구 삼일대로15길 18 (관철동,지상2층)",한식,종로구,126.9864997,37.56892666,홍반점 종로점,서울특별시 종로구 삼일대로15길 18,5.0,중국 음식점,6,37.5689263,126.9864999
광화문 수산,서울특별시 종로구 당주동 42-2번지 ,서울특별시 종로구 새문안로5길 10-1 (당주동),일식,종로구,126.975035,37.57124702,광화문수산,서울특별시 종로구 새문안로5길 10-1,3.4,해산물 요리 전문식당,19,37.5712238,126.9750285
익선동냉삼집 미미네,서울특별시 종로구 익선동 159 지상1층 ,"서울특별시 종로구 돈화문로11가길 19 (익선동,지상1층)",한식,종로구,126.9907916,37.57346567,익선동냉삼집 미미네,서울특별시 종로구 익선동 159,3.8,삼겹살 전문점,4,37.5734384,126.9908983
전과 막걸리,서울특별시 종로구 돈의동 44-4번지 지상1층 ,"서울특별시 종로구 돈화문로11길 20 (돈의동,지상1층)",한식,종로구,126.9902633,37.57266293,행복한집 전과막걸리,서울특별시 종로구 돈화문로11길 20,3.6,막걸리 전문점,271,37.5726347,126.99023
가장맛있는족발(경복궁역점),서울특별시 종로구 내자동 30 지상2층 ,"서울특별시 종로구 사직로 103-4 (내자동,지상2층)",한식,종로구,126.9706033,37.57640443,가장맛있는족발,서울특별시 종로구 사직로 103-4,4.1,한식당,9,37.576404,126.9706035
5가 곱창,서울특별시 종로구 종로5가 231-39번지 ,서울특별시 종로구 종로40가길 36-1 (종로5가),한식,종로구,127.0047378,37.57049439,5가곱창,종로5가 231-39번지 종로구 서울특별시 KR,4.6,곱창전문점,39,37.5704579,127.0047238
수경찜전문점,서울특별시 종로구 수송동 58번지 외 1필지  B1층 123호 ,"서울특별시 종로구 삼봉로 81, B1층 123호 (수송동)",한식,종로구,126.9818232,37.57256396,찜요리전문점 수경,서울특별시 종로구 수송동 58,4.0,한식당,1,37.5725341,126.9817745
구기동 면옥,서울특별시 종로구 신영동 254 대아파크빌 201~202호 ,"서울특별시 종로구 진흥로 480 (신영동,대아파크빌 201~202호)",한식,종로구,126.9603407,37.60551961,구기동면옥,서울특별시 종로구 진흥로 480,4.1,음식점,38,37.6053734,126.9604104
삼형제쭈꾸미 대학로점,서울특별시 종로구 동숭동 128-5 ,"서울특별시 종로구 동숭길 68, 2층 (동숭동)",기타,종로구,127.0043156,37.58133382,삼형제쭈꾸미대학로점,서울특별시 종로구 동숭길 68,3.4,음식점,93,37.5812676,127.0042946
황학동 그집,서울특별시 종로구 숭인동 1410번지 ,서울특별시 종로구 난계로29길 17 (숭인동),통닭(치킨),종로구,127.0222338,37.57430075,황학동그집,숭인동 1410번지 2층 종로구 서울특별시 KR,4.4,음식점,5,37.5742686,127.022219
심플리 플래터,서울특별시 종로구 신문로2가 1-196번지 ,"서울특별시 종로구 경희궁1길 27, 2층 (신문로2가)",경양식,종로구,126.9695148,37.57219178,심플리커피,서울특별시 종로구 경희궁1길 27,4.4,카페,39,37.5721019,126.9696625
칠린,서울특별시 종로구 명륜4가 167-2번지 1층 ,"서울특별시 종로구 대학로11길 41-8, 1층 (명륜4가)",한식,종로구,126.9993642,37.58218634,칠린,서울특별시 종로구 혜화동 대학로11길,4.5,카페,105,37.5821313,126.9993433
느낌가게 문득 창고문을 열다,서울특별시 종로구 원남동 206-1번지 1층 ,"서울특별시 종로구 동순라길 126-5, 1층 (원남동)",경양식,종로구,126.9960737,37.575703,"느낌가게 문득, 창고문을 열다",서울특별시 종로구 동순라길 126-5,4.6,전시,12,37.5756969,126.996078
자담치킨 종로점,서울특별시 종로구 관철동 13-9 1층 ,"서울특별시 종로구 삼일대로19길 17, 1층 (관철동)",호프/통닭,종로구,126.9865032,37.56947946,자담치킨 서울종로점,서울특별시 종로구 관철동 13-9,4.2,닭요리전문점,124,37.5694613,126.9864278
연흔 로스터스(YEONHEUN ROASTERS),서울특별시 종로구 체부동 2-2 1층 ,"서울특별시 종로구 자하문로7길 29, 1층 (체부동)",기타,종로구,126.9702982,37.57902657,연흔로스터스 yeonheun roasters,서울특별시 종로구 자하문로7길 29,4.3,카페,3,37.5790262,126.9702984
이태리총각 익선동,서울특별시 종로구 익선동 166-50번지 ,"서울특별시 종로구 수표로28길 21-15, 1층 (익선동)","외국음식전문점(인도,태국등)",종로구,126.9897093,37.5735724,이태리총각 익선동점,서울특별시 종로구 수표로28길 21-15,4.1,,264,37.5735243,126.9896809
골목흙돼지,서울특별시 종로구 숭인동 177-2번지 (지상 1층) ,"서울특별시 종로구 종로 377-3 (숭인동,(지상 1층))",한식,종로구,127.0192804,37.5744781,골목흑돼지,서울특별시 종로구 종로 377-3,4.3,흑돼지전문점,78,37.574425,127.0192487
탐앤탐 앤 이삭토스트 종로피카디리점,서울특별시 종로구 돈의동 137 피카디리 1-89호 ,"서울특별시 종로구 돈화문로5가길 1 (돈의동,피카디리 1-89호)",기타,종로구,126.9912289,37.5710363,이삭토스트 피카디리점,서울특별시 종로구 돈화문로5가길 1 1-89 호,4.0,토스트 레스토랑,49,37.5710359,126.9912291
국수나무 창신점,서울특별시 종로구 창신동 23-76 104호 ,"서울특별시 종로구 지봉로 81 (창신동,104호)",분식,종로구,127.0150298,37.57737899,국수나무창신점,서울특별시 종로구 창신동 23-76,5.0,음식점,7,37.5773353,127.015016
미향아구찜,"서울특별시 종로구 명륜2가 18번지 ,19번지(지상2층) ","서울특별시 종로구 창경궁로34길 14 (명륜2가,,19번지(지상2층))",한식,종로구,127.0008086,37.5843505,미향,서울특별시 종로구 창경궁로34길 14,4.5,해산물 요리 전문식당,11,37.584319,127.0008346
박가네육회,서울특별시 종로구 종로5가 138-11 ,"서울특별시 종로구 종로32길 9, 1,2층 (종로5가)",한식,종로구,127.0008656,37.57047776,박가네육회,서울특별시 종로구 종로32길 9,4.2,한식당,199,37.5704356,127.0008641
틈새라면,서울특별시 종로구 명륜2가 192-3번지 1층 ,"서울특별시 종로구 창경궁로 242-1 (명륜2가,1층)",한식,종로구,126.9991695,37.58312376,틈새라면 대학로점,서울특별시 종로구 창경궁로 242-1,4.1,음식점,73,37.5831252,126.9991348
올인,서울특별시 종로구 연지동 238-8번지 1층 ,"서울특별시 종로구 대학로1길 34-16 (연지동,1층)",한식,종로구,127.0002395,37.57246376,올인,서울특별시 종로구 종로5.6가동 대학로1길 34-16,4.0,돈까스 전문식당,73,37.5724557,127.0001599
병천 황토방순대,서울특별시 종로구 운니동 14번지 1층 ,"서울특별시 종로구 율곡로6길 11 (운니동,1층)",한식,종로구,126.9894007,37.5767899,병천황토방순대,운니동 14번지 1층 종로구 서울특별시 KR,3.3,한식당,10,37.5767476,126.9893973
기린(종로본점),서울특별시 종로구 관철동 19-20번지 ,서울특별시 종로구 삼일대로17길 52 (관철동),한식,종로구,126.9845874,37.5693072,기린비어,서울특별시 종로구 삼일대로17길 52,4.1,치킨 전문점,57,37.5693271,126.9844942
SUBHECHHA RESTAURANT(수베차 레스토랑),서울특별시 종로구 창신동 157-1 ,"서울특별시 종로구 종로 315-2, 2층 (창신동)",기타,종로구,127.0128423,37.57239684,"슈베차 레스토랑 , 인도 음식, 네팔어음식, Indian Restaurant, नेपाल रेस्टुरेन्ट","서울특별시 종로구 종로, 315-2",4.4,인도 레스토랑,104,37.5723342,127.0128882
